Date,Time,User,Device,Event
05/08/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Holding Until 05-09 6:30 AM
05/08/2024,08:00 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/08/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 82
05/08/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Sleep
05/08/2024,08:00 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/08/2024,08:01 PM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/08/2024,08:02 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/08/2024,08:07 PM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Night'
05/08/2024,08:07 PM,System Event,Night,'Night' Mode Activated
05/08/2024,08:07 PM,Device Event,Jedlovec Manor - Main,New temperature 75
05/08/2024,08:11 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,08:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,08:17 PM,Device Event,Jedlovec Manor - Main,New temperature 76
05/08/2024,08:20 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/08/2024,08:21 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/08/2024,08:29 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,08:29 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,08:30 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/08/2024,08:35 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/08/2024,08:40 PM,Device Event,Jedlovec Manor - Main,Humidity 47%
05/08/2024,08:44 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/08/2024,08:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/08/2024,08:50 PM,Device Event,Jedlovec Manor Upstairs,New temperature 77
05/08/2024,08:52 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/08/2024,08:55 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/08/2024,09:01 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,09:05 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,09:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,09:12 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/08/2024,09:12 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,09:32 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,09:32 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,09:37 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/08/2024,09:41 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/08/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Sleep
05/08/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,10:01 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,10:03 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/08/2024,10:03 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 76
05/08/2024,10:03 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 64
05/08/2024,10:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,10:12 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,10:35 PM,Device Event,Jedlovec Manor Upstairs,Humidity 50%
05/08/2024,10:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,10:41 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/08/2024,10:47 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/08/2024,10:58 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,11:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/08/2024,11:14 PM,Device Event,Jedlovec Manor Upstairs,Humidity 51%
05/08/2024,11:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/08/2024,11:23 PM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/08/2024,11:31 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/08/2024,11:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/08/2024,11:45 PM,Device Event,Jedlovec Manor Upstairs,Humidity 52%
05/08/2024,11:48 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/08/2024,11:58 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,12:02 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,12:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,12:30 AM,Device Event,Jedlovec Manor - Main,Humidity 50%
05/09/2024,12:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,12:45 AM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,12:48 AM,Device Event,Jedlovec Manor Upstairs,Humidity 53%
05/09/2024,01:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,01:16 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,01:18 AM,Device Event,Jedlovec Manor Upstairs,Humidity 54%
05/09/2024,01:27 AM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,01:36 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,01:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,01:47 AM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,02:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,02:14 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,02:16 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,02:21 AM,Device Event,Jedlovec Manor - Main,New temperature 76
05/09/2024,02:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,02:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,02:54 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,03:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,03:14 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,03:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,04:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,04:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,04:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,05:11 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,05:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,05:35 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,05:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Wake
05/09/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/09/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 67
05/09/2024,05:50 AM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Day'
05/09/2024,05:50 AM,System Event,Day,'Day' Mode Activated
05/09/2024,05:53 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,06:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,06:14 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,06:25 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Home
05/09/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 78
05/09/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 65
05/09/2024,06:34 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,06:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,06:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,06:58 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,07:04 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,07:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,07:13 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,07:13 AM,Device Event,Jedlovec Manor Upstairs,Humidity 55%
05/09/2024,07:19 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,07:23 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 80
05/09/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 60
05/09/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Home
05/09/2024,07:37 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/09/2024,07:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,07:45 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,07:54 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/09/2024,08:02 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,08:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,08:23 AM,Device Event,Jedlovec Manor - Main,New temperature 76
05/09/2024,08:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,08:48 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,08:57 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/09/2024,09:04 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,09:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,09:26 AM,Device Event,Jedlovec Manor Upstairs,Humidity 54%
05/09/2024,09:40 AM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/09/2024,09:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,09:55 AM,Device Event,Jedlovec Manor - Main,New temperature 76
05/09/2024,09:59 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,10:03 AM,Device Event,Jedlovec Manor - Main,New temperature 76
05/09/2024,10:05 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,10:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,10:12 AM,Device Event,Jedlovec Manor Upstairs,Humidity 53%
05/09/2024,10:39 AM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/09/2024,10:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,10:47 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,10:55 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,10:55 AM,Device Event,Jedlovec Manor Upstairs,Humidity 52%
05/09/2024,11:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,11:36 AM,Device Event,Jedlovec Manor - Main,Humidity 47%
05/09/2024,11:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,11:48 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,12:00 PM,Device Event,Jedlovec Manor - Main,New temperature 76
05/09/2024,12:02 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,12:04 PM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,12:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,12:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,12:46 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,12:46 PM,Device Event,Jedlovec Manor - Main,Humidity 46%
05/09/2024,01:06 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,01:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,01:16 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,01:30 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,01:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,01:42 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,01:45 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,01:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,01:47 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,01:53 PM,Device Event,Jedlovec Manor - Main,Humidity 45%
05/09/2024,02:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,02:26 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,02:28 PM,Device Event,Jedlovec Manor - Main,Humidity 44%
05/09/2024,02:32 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,02:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,02:41 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,02:44 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/09/2024,02:48 PM,Device Event,Jedlovec Manor - Main,New temperature 71
05/09/2024,02:55 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/09/2024,02:58 PM,Device Event,Jedlovec Manor - Main,New temperature 71
05/09/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 82
05/09/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 60
05/09/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Activities
05/09/2024,03:03 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/09/2024,03:07 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,03:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,03:23 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,03:27 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,03:31 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,03:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,03:41 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,03:45 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,03:48 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,03:50 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,04:10 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,04:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,04:27 PM,Device Event,Jedlovec Manor Upstairs,Humidity 51%
05/09/2024,04:30 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,04:31 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,04:37 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,04:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,05:06 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,05:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,05:21 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,05:25 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,05:31 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,05:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,05:48 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,06:02 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,06:04 PM,Device Event,Jedlovec Manor Upstairs,New temperature 76
05/09/2024,06:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,06:28 PM,Device Event,Jedlovec Manor - Main,New temperature 75
05/09/2024,06:28 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,06:28 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 74
05/09/2024,06:28 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Holding Until Today 8:00 PM
05/09/2024,06:28 PM,Device Event,Jedlovec Manor - Main,Set to Cooling
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 65
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Evening
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/09/2024,06:33 PM,Device Event,Jedlovec Manor - Main,Set to Fan Running
05/09/2024,06:33 PM,Device Event,Jedlovec Manor - Main,Set to System Idle
05/09/2024,06:36 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,06:37 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/09/2024,06:39 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,06:41 PM,Device Event,Jedlovec Manor Upstairs,Humidity 50%
05/09/2024,06:42 PM,Device Event,Jedlovec Manor - Main,Humidity 45%
05/09/2024,06:45 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,06:48 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,06:50 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/09/2024,06:58 PM,Device Event,Jedlovec Manor - Main,Set to System Idle
05/09/2024,07:01 PM,Device Event,Jedlovec Manor Upstairs,Humidity 49%
05/09/2024,07:01 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,07:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,07:19 PM,Device Event,Jedlovec Manor - Main,Set to Cooling
05/09/2024,07:23 PM,Device Event,Jedlovec Manor - Main,Set to Fan Running
05/09/2024,07:23 PM,Device Event,Jedlovec Manor - Main,Set to System Idle
05/09/2024,07:25 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,07:26 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,07:27 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/09/2024,07:32 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,07:33 PM,Device Event,Jedlovec Manor - Main,Humidity 46%
05/09/2024,07:38 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,07:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,07:45 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,07:58 PM,Device Event,Jedlovec Manor Upstairs,Humidity 50%
05/09/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Holding Until 05-10 6:30 AM
05/09/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 82
05/09/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Sleep
05/09/2024,08:08 PM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Night'
05/09/2024,08:08 PM,System Event,Night,'Night' Mode Activated
05/09/2024,08:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,08:12 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,08:15 PM,Device Event,Jedlovec Manor Upstairs,Humidity 51%
05/09/2024,08:16 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,08:31 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,08:35 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,08:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,08:49 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/09/2024,08:55 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,08:57 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,09:00 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/09/2024,09:06 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,09:11 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,09:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,09:14 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,09:15 PM,Device Event,Jedlovec Manor Upstairs,Humidity 52%
05/09/2024,09:17 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,09:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,09:41 PM,Device Event,Jedlovec Manor - Main,Humidity 47%
05/09/2024,09:43 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,09:43 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 74
05/09/2024,09:43 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Holding Until Today 10:00 PM
05/09/2024,09:43 PM,Device Event,Jedlovec Manor Upstairs,Set to Cooling
05/09/2024,09:52 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Holding Until 05-10 5:45 AM
05/09/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,10:01 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 76
05/09/2024,10:01 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 64
05/09/2024,10:01 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Sleep
05/09/2024,10:06 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,10:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,10:13 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,10:20 PM,Device Event,Jedlovec Manor Upstairs,Humidity 53%
05/09/2024,10:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,10:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,11:05 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,11:08 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,11:10 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/09/2024,11:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/09/2024,11:29 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/09/2024,11:39 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/09/2024,11:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/09/2024,11:42 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/09/2024,11:48 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/09/2024,11:54 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/09/2024,11:55 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,12:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,12:22 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,12:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,12:44 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,01:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,01:17 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,01:29 AM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/10/2024,01:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,01:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,02:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,02:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,02:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,02:47 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,03:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,03:14 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,03:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,03:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,03:57 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,03:59 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/10/2024,04:03 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,04:06 AM,Device Event,Jedlovec Manor - Main,New temperature 72
05/10/2024,04:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,04:31 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/10/2024,04:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,04:44 AM,Device Event,Jedlovec Manor - Main,New temperature 73
05/10/2024,04:44 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,04:52 AM,Device Event,Jedlovec Manor - Main,New temperature 72
05/10/2024,05:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,05:16 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/10/2024,05:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/10/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 67
05/10/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Wake
05/10/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/10/2024,05:49 AM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Day'
05/10/2024,05:49 AM,System Event,Day,'Day' Mode Activated
05/10/2024,06:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/10/2024,06:13 AM,Device Event,Jedlovec Manor - Main,New temperature 71
05/10/2024,06:14 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/10/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 78
05/10/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 65
05/10/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Home
05/10/2024,06:30 AM,Device Event,Jedlovec Manor - Main,New temperature 72
05/10/2024,06:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/10/2024,06:48 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
